Date,EggMass_number,Final_Visit,Visit_num,Plot,Row_num,Location_Plot,Location_Field,Edge,Middle,Leaf_num,Egg_num,Eaten,Nonviable,Hatch,Parasitism ,WBCW ,stink bug bug,ECB,Pest,Entry ,Block,Plot,System,SpringCover,CashCrop,FallCover, Treatment,SoilDisturbance_num,AboveGroundDisturbance_num,SamplingEvent,NumPlantsPer35FT,Plants/Acre,Plants/Hectare,Plants/Plot,Masses/Plot,Eggs/Plant,Perc_Affected_Plants,Eggs/Plot,Eaten/Plot,Proportion_Eaten_Eggs
7/14/2022,3,0,1,121,3,middle,0,1,0,9,55,0,1,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,5,0,1,121,3,top,0,1,0,9,132,35,1,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,6,0,1,121,3,top,0,1,0,9,127,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,7,0,1,121,4,top,0,0,1,7,14,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/26/2022,7,0,2,121,4,top,0,0,1,7,14,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,8,0,1,121,5,top,0,0,1,9,114,11,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,9,0,1,121,5,top,0,0,1,8,68,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,10,0,1,121,5,middle,0,0,1,7,98,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,11,0,1,121,5,bottom,0,0,1,9,147,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,12,0,1,121,6,bottom,0,0,1,9,49,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,13,0,1,121,9,top,0,0,1,8,38,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,14,0,1,121,9,top,0,0,1,10,56,1,1,0,2,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,15,0,1,121,9,middle,0,0,1,8,55,0,0,0,0,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,16,0,1,121,9,middle,0,0,1,9,86,3,0,0,1,1,0,0,WBCW,2,1,121,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,19,0,1,122,3,top,0,1,0,11,52,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,20,0,1,122,3,top,0,1,0,9,38,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,21,0,1,122,4,top,0,0,1,9,49,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,24,0,1,122,3,middle,0,1,0,11,32,19,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,25,0,1,122,3,middle,0,1,0,12,63,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,26,0,1,122,3,bottom,0,1,0,8,85,23,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/26/2022,26,0,2,122,3,bottom,0,1,0,8,85,23,2,60,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,27,0,1,122,3,bottom,0,1,0,9,32,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,29,0,1,122,8,top,0,0,1,9,44,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,31,0,1,122,8,middle,0,0,1,7,53,53,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,33,0,1,122,7,bottom,0,0,1,9,52,0,2,49,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,35,0,1,122,10,middle,0,1,0,10,61,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,37,0,1,122,11,top,0,1,0,9,46,2,0,0,1,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,38,0,1,122,11,top,0,1,0,10,31,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,39,0,1,122,11,top,0,1,0,8,48,48,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,40,0,1,122,11,middle,0,1,0,8,85,26,0,0,1,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,41,0,1,122,12,bottom,0,1,0,9,26,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,42,0,1,122,11,bottom,0,1,0,11,64,0,0,0,0,1,0,0,WBCW,2,1,122,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,0,0,1,66,66000,163089.4076,8579.986953,,,,,,
7/14/2022,44,0,1,124,12,bottom,0,1,0,9,391,32,0,0,2,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/26/2022,44,0,2,124,12,bottom,0,1,0,9,391,32,0,357,2,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,46,0,1,124,9,middle,0,0,1,10,63,3,0,0,0,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,47,0,1,124,9,middle,0,0,1,10,44,18,0,0,0,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,49,0,1,124,7,bottom,0,0,1,9,65,0,1,0,0,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,52,0,1,124,6,bottom,0,0,1,10,34,0,0,0,0,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/14/2022,56,0,1,124,2,bottom,0,1,0,10,70,0,0,0,1,1,0,0,WBCW,2,1,124,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,68,68000,168031.5109,8839.986557,,,,,,
7/15/2022,58,0,1,322,2,middle,0,1,0,10,45,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,59,0,1,322,3,middle,0,1,0,10,63,0,2,0,1,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,61,0,1,322,3,top,0,1,0,12,63,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,62,0,1,322,5,bottom,0,0,1,9,69,26,3,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,63,0,1,322,5,middle,0,0,1,9,63,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,64,0,1,322,5,middle,0,0,1,9,51,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,67,0,1,322,7,top,0,0,1,10,49,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,68,0,1,322,7,top,0,0,1,10,50,0,0,0,,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,69,0,1,322,8,middle,0,0,1,10,14,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,71,0,1,322,12,top,0,1,0,8,56,41,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,72,0,1,322,12,middle,0,1,0,9,32,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,73,0,1,322,12,middle,0,1,0,9,29,2,1,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,75,0,1,322,12,bottom,0,1,0,11,96,0,0,0,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/26/2022,75,0,2,322,12,bottom,0,1,0,11,96,6,0,90,0,1,0,0,WBCW,2,3,322,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,69,69000,170502.5625,8969.98636,,,,,,
7/15/2022,76,0,1,324,1,middle,0,1,0,10,25,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,77,0,1,324,1,middle,0,1,0,10,39,0,1,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,78,0,1,324,1,middle,0,1,0,9,68,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,80,0,1,324,2,middle,0,1,0,8,73,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,82,0,1,324,2,bottom,0,1,0,10,50,43,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/26/2022,82,0,2,324,2,bottom,0,1,0,10,50,45,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,83,0,1,324,2,bottom,0,1,0,9,100,0,0,0,4,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,84,0,1,324,3,bottom,0,1,0,10,105,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,85,0,1,324,3,bottom,0,1,0,8,85,0,0,58,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/26/2022,85,0,2,324,3,bottom,0,1,0,8,85,0,0,85,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,86,0,1,324,3,bottom,0,1,0,11,72,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,88,0,1,324,4,bottom,0,0,1,7,139,0,0,110,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,89,0,1,324,5,bottom,0,0,1,8,77,1,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,91,0,1,324,6,middle,0,0,1,9,65,2,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,93,0,1,324,6,bottom,0,0,1,7,92,18,0,0,1,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,94,0,1,324,11,middle,0,1,0,10,98,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,95,0,1,324,11,middle,0,1,0,11,69,0,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,96,0,1,324,12,middle,0,1,0,9,81,44,0,0,0,1,0,0,WBCW,2,3,324,2,Red Clover/ Cereal Rye,Corn,Annual Ryegrass/ Radish/ Crimson Clover,Standard,9,2,2,66,66000,163089.4076,8579.986953,,,,,,
7/15/2022,99,0,1,323,3,top,0,1,0,10,35,0,0,0,0,1,0,0,WBCW,2,3,323,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/15/2022,100,0,1,323,7,top,0,0,1,10,70,1,0,0,0,1,0,0,WBCW,2,3,323,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/26/2022,100,0,2,323,7,top,0,0,1,10,70,15,0,55,0,1,0,0,WBCW,2,3,323,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/15/2022,106,0,1,323,11,middle,0,1,0,9,26,0,0,0,0,1,0,0,WBCW,2,3,323,1,Oat/Rea/Radish,Corn,Cereal Rye,Shallow,9,1,2,68,68000,168031.5109,8839.986557,,,,,,
7/19/2022,110,0,1,431,1,bottom,0,1,0,9,56,6,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,112,0,1,431,1,bottom,0,1,0,9,38,1,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/26/2022,112,0,2,431,1,bottom,0,1,0,9,38,38,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,114,0,1,431,3,bottom,0,1,0,9,18,0,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,116,0,1,431,3,middle,0,1,0,12,111,0,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,118,0,1,431,6,middle,0,0,1,10,118,0,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,120,0,1,431,6,middle,0,0,1,12,31,0,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,122,0,1,431,8,middle,0,0,1,10,26,0,0,0,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,123,0,1,431,9,top,0,0,1,11,33,2,0,0,5,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,124,0,1,431,10,top,0,1,0,12,92,0,0,0,2,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,125,0,1,431,10,top,0,1,0,12,44,1,0,0,3,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,127,0,1,431,10,middle,0,1,0,8,12,8,0,1,0,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
7/19/2022,128,0,1,431,10,middle,0,1,0,10,35,0,0,0,2,1,0,0,WBCW,2,4,431,3,Red Clover/ Cereal Rye,Corn,Cereal Rye,Reduced,9,2,2,65,65000,160618.356,8449.987151,,,,,,
